Date,Day,Holiday,ADR_Model,ADR_Confirmation,ADR_True_False,ADR Mid Trans,ADR Mid Box,ADR Mid Session,ODR_Model,ODR_CONF_TIME,ODR_Confirmation,ODR_True_False,ODR Box Color,ODR MAX RET TIME,ODR Close Price,ODR Close Location,ODR Mid Trans,ODR Mid Box,ODR Mid Session,TRANS MAX RET,TRANS MAX EXT,TRANS LOW TIME,TRANS HIGH TIME,RDR_Model,RDR Box Color,RDR_Confirmation,RDR_True_False,RDR_CONF_TIME,RDR IDR MID,RDR DR MID,rdr_idr_highSD,rdr_idr_lowSD,ADR Mid RDR Trans,ADR Mid RDR Box,ADR Mid RDR Session
2009-07-24,Friday,No,RC,Short,True,broken,intact,intact,UXP,04:05,Long,True,green,08:20,-0.429,inside,broken,broken,broken,-1.381,0.000,08:55,08:30,RX,green,Long,True,13:30,-0.214,0.000,0.810,-1.238,broken,broken,intact
2009-07-23,Thursday,No,RC,Short,False,intact,intact,intact,UXP,06:30,Short,False,red,08:15,-0.667,inside,broken,broken,intact,-1.778,1.000,09:05,08:30,UXP,green,Long,True,10:35,-6.167,-5.056,-10.000,-2.333,intact,intact,intact
2009-07-22,Wednesday,No,UXP/UX,Short,True,intact,intact,intact,DXP,04:25,Short,False,red,07:40,-0.190,inside,broken,broken,intact,-0.810,-0.095,08:30,09:25,UX,green,Long,True,12:25,-1.905,-1.786,-2.952,-0.857,intact,broken,broken
2009-07-21,Tuesday,No,RC,Short,True,intact,broken,broken,RX,04:15,Long,True,green,04:40,1.500,above,intact,broken,broken,0.813,2.125,08:55,09:05,RX,red,Short,False,13:00,0.063,-0.063,1.500,-1.375,intact,broken,broken
2009-07-20,Monday,No,UXP/UX,Long,True,intact,intact,intact,UXP,05:15,Long,True,red,08:25,-0.600,inside,broken,broken,broken,-0.867,0.200,08:30,09:10,U,red,Long,True,15:50,0.567,0.367,1.867,-0.733,intact,intact,intact
2009-07-17,Friday,No,UXP/UX,Short,False,intact,intact,broken,UXP,04:15,Long,False,green,07:45,-0.929,inside,broken,broken,intact,-1.429,1.500,08:35,09:25,U,green,Long,True,13:15,0.464,0.607,1.500,-0.571,broken,intact,intact
2009-07-16,Thursday,No,UXP/UX,Short,False,broken,broken,broken,RX,04:00,Short,False,red,06:30,-1.000,inside,broken,broken,intact,-1.682,0.091,09:05,08:30,UXP,green,Long,True,13:50,-2.068,-1.568,-2.864,-1.273,broken,broken,intact
2009-07-15,Wednesday,No,UXP/UX,Short,False,intact,intact,broken,DXP,04:05,Long,True,green,07:40,-0.077,inside,intact,broken,intact,0.000,1.308,08:30,09:25,UXP,green,Long,True,11:15,3.154,2.038,4.846,1.462,broken,broken,intact
2009-07-14,Tuesday,No,UXP/UX,Short,False,broken,broken,intact,RX,04:00,Long,True,green,05:00,0.632,above,broken,broken,broken,-1.263,0.895,09:00,08:30,U,green,NO_CONF,NO_CONF,,0.079,0.395,0.737,-0.579,broken,broken,broken
2009-07-13,Monday,No,RC,Short,True,intact,intact,broken,DXP,04:05,Long,True,green,06:00,3.278,above,intact,broken,intact,2.278,4.000,09:25,08:40,RX,red,Long,True,10:55,0.139,0.306,2.278,-2.000,broken,broken,broken
2009-07-10,Friday,No,RC,Short,True,intact,intact,intact,DXP,04:05,Long,False,red,06:45,-2.000,below,broken,broken,broken,-1.875,-0.375,08:30,09:25,UXP,green,NO_CONF,NO_CONF,,5.250,3.500,7.500,3.000,intact,broken,broken
2009-07-09,Thursday,No,RC,Long,True,broken,broken,intact,UX,04:25,Long,True,green,07:20,0.778,above,broken,broken,broken,-0.667,2.556,09:25,08:50,RX,red,Long,True,13:10,-0.556,-0.722,1.667,-2.778,intact,broken,broken
2009-07-08,Wednesday,No,DXP/DX,Short,True,broken,intact,broken,UXP,04:20,Short,True,red,07:25,-0.063,inside,broken,broken,broken,-1.250,0.188,08:30,09:05,RX,green,Short,True,10:55,-0.156,-0.156,-1.063,0.750,intact,broken,broken
2009-07-07,Tuesday,No,RC,Short,False,intact,intact,broken,DXP,04:25,Long,True,red,04:30,0.833,above,intact,broken,intact,0.083,1.417,09:20,08:45,RX,red,Short,True,11:25,-1.792,-1.708,0.833,-4.417,broken,broken,intact
2009-07-06,Monday,No,DXP/DX,Long,False,intact,broken,broken,D,04:00,Short,True,red,08:10,-1.091,inside,intact,broken,broken,-1.818,-0.636,09:10,08:30,RX,red,NO_CONF,NO_CONF,,0.318,0.818,-2.818,3.455,broken,broken,broken
2009-07-03,Friday,No,DXP/DX,Long,True,intact,intact,broken,UXP,04:00,Short,True,red,08:20,-0.143,inside,broken,intact,intact,-0.643,-0.071,08:30,08:45,DX,red,Short,True,11:15,0.214,0.107,-0.071,0.500,intact,intact,broken
2009-07-02,Thursday,No,DXP/DX,Short,True,intact,intact,intact,DXP,06:20,Short,True,red,07:55,-0.364,inside,broken,intact,intact,-1.318,1.227,09:10,08:30,DXP,red,NO_CONF,NO_CONF,,3.886,2.977,2.818,4.955,intact,intact,intact
2009-07-01,Wednesday,No,RC,Long,True,broken,intact,intact,UXP,04:45,Long,True,green,08:15,0.000,inside,intact,broken,broken,-0.350,0.550,09:25,08:30,UX,green,Short,True,15:25,0.775,0.725,2.050,-0.500,intact,intact,intact
2009-06-30,Tuesday,No,RC,Long,False,broken,intact,intact,UXP,05:40,Long,True,red,08:20,-1.000,inside,broken,broken,intact,-0.923,0.154,08:30,09:00,RX,red,Short,True,10:30,-1.000,-1.115,1.538,-3.538,intact,broken,intact
2009-06-29,Monday,No,RC,Short,True,intact,broken,broken,U,04:05,Long,True,green,05:25,1.375,above,intact,broken,intact,0.563,1.438,08:55,08:30,RX,green,Long,True,11:10,-0.219,-0.438,1.375,-1.813,intact,broken,intact
2009-06-26,Friday,No,UXP/UX,Short,True,broken,broken,broken,U,04:20,Short,True,equal,05:00,-0.400,inside,broken,broken,broken,-1.000,1.800,09:00,08:30,RX,green,Long,True,12:45,-0.467,0.000,-1.867,0.933,broken,broken,broken
2009-06-25,Thursday,No,RC,Long,False,intact,intact,broken,UXP,04:10,Long,False,red,06:25,-2.867,below,intact,broken,intact,-4.600,-2.733,08:45,08:30,RX,green,Long,True,11:30,-0.400,-0.967,3.133,-3.933,intact,broken,intact
2009-06-24,Wednesday,No,RC,Short,False,intact,broken,broken,RX,05:10,Long,True,red,05:20,0.421,inside,intact,intact,intact,0.579,2.211,08:30,08:35,UXP,green,Long,True,10:45,3.395,3.500,5.316,1.474,intact,intact,intact
2009-06-23,Tuesday,No,DXP/DX,Long,False,broken,broken,broken,UXP,04:10,Short,True,green,05:15,-0.500,inside,broken,intact,intact,-0.600,1.300,09:15,08:30,DXP,red,Short,True,10:40,3.900,3.300,1.100,6.700,broken,broken,intact
2009-06-22,Monday,No,DXP/DX,Long,False,broken,broken,intact,RX,04:15,Short,True,red,06:25,1.154,below,intact,intact,intact,0.654,1.385,08:35,09:25,DXP,red,Short,True,10:30,2.096,1.885,0.692,3.500,intact,intact,intact
2009-06-19,Friday,No,RC,Long,False,broken,broken,broken,D,05:10,Long,True,red,05:15,1.933,above,intact,intact,intact,1.733,2.667,08:50,08:35,UXP,green,Long,False,10:50,3.900,3.467,4.800,3.000,intact,intact,intact
2009-06-18,Thursday,No,UXP/UX,Long,False,broken,broken,intact,RX,04:15,Short,True,red,07:30,0.625,below,broken,broken,broken,-0.583,0.792,08:30,08:35,D,green,NO_CONF,NO_CONF,,0.333,0.021,-0.833,1.500,broken,broken,broken
2009-06-17,Wednesday,No,DXP/DX,Long,True,intact,intact,broken,UXP,04:00,Short,True,red,07:30,3.500,below,intact,broken,broken,0.667,4.667,09:05,08:50,DXP,red,Short,False,10:40,4.167,3.667,1.167,7.167,broken,broken,broken
2009-06-16,Tuesday,No,DXP/DX,Long,False,broken,broken,broken,U,05:00,Long,True,green,05:35,1.727,above,intact,broken,broken,1.091,2.818,09:15,08:30,UX,red,Short,True,12:30,1.273,1.455,3.000,-0.455,intact,intact,broken
2009-06-15,Monday,No,RC,Short,True,broken,intact,intact,DXP,04:35,Short,True,red,08:25,-0.850,inside,broken,broken,intact,-0.950,-0.050,09:15,08:40,DX,red,Short,True,10:30,0.900,0.675,-0.350,2.150,intact,intact,intact
2009-06-12,Friday,No,DXP/DX,Short,False,intact,broken,broken,UX,04:15,Long,False,green,08:25,-1.833,below,intact,intact,intact,-2.167,-1.222,08:45,09:05,DXP,red,NO_CONF,NO_CONF,,-3.611,-3.250,-2.000,-5.222,intact,broken,intact
2009-06-11,Thursday,No,RC,Long,True,intact,broken,broken,RX,04:30,Long,False,green,08:20,-0.857,inside,broken,broken,broken,-2.786,0.143,08:55,08:30,U,green,Long,True,13:25,1.071,1.071,2.857,-0.714,broken,broken,broken
2009-06-10,Wednesday,No,UX,Long,True,intact,intact,intact,UXP,04:35,Long,False,green,05:55,-0.923,inside,intact,intact,intact,-2.231,-0.846,09:25,08:30,DXP,red,Short,True,10:45,-5.500,-5.500,-2.385,-8.615,intact,broken,intact
2009-06-09,Tuesday,No,UXP/UX,Long,False,intact,broken,broken,D,04:25,Short,False,green,07:55,-1.462,above,intact,broken,broken,-1.846,-0.538,08:45,09:10,U,red,Short,False,10:45,-1.154,-1.308,-2.077,-0.231,broken,broken,broken
2009-06-08,Monday,No,RC,Short,False,broken,broken,intact,DX,04:10,Short,True,red,05:25,0.370,below,broken,broken,broken,-0.593,0.444,08:30,09:20,DX,red,Long,True,15:20,0.907,0.704,-0.037,1.852,intact,intact,broken
2009-06-05,Friday,No,UXP/UX,Short,True,broken,broken,broken,RC,05:00,Short,False,red,07:05,-1.556,above,intact,broken,broken,-8.222,-1.667,08:30,08:30,RX,red,NO_CONF,NO_CONF,,0.611,1.056,-4.333,5.556,intact,broken,broken
2009-06-04,Thursday,No,UXP/UX,Long,False,broken,intact,broken,UXP,07:10,Short,True,green,08:25,0.250,inside,intact,broken,broken,-0.200,0.500,08:30,08:30,RX,green,Long,True,13:30,-0.500,-0.475,-1.300,0.300,intact,broken,intact
2009-06-03,Wednesday,No,RC,Short,False,intact,broken,broken,RX,04:10,Short,True,red,04:30,0.080,inside,intact,intact,intact,0.120,1.280,09:20,08:30,DXP,red,Long,False,11:35,1.100,0.940,0.400,1.800,intact,intact,intact
2009-06-02,Tuesday,No,UX,Short,True,intact,intact,broken,DX,04:00,Long,True,green,04:20,-0.063,inside,broken,broken,intact,-0.813,0.188,08:50,09:15,UX,green,NO_CONF,NO_CONF,,2.750,2.875,5.875,-0.375,intact,broken,intact
2009-06-01,Monday,No,UXP/UX,Long,True,intact,intact,intact,UXP,06:00,Long,True,equal,07:45,-0.333,inside,intact,broken,intact,-0.433,0.167,09:15,08:35,UX,green,Long,True,11:20,1.017,0.767,2.367,-0.333,intact,intact,intact
2009-05-29,Friday,No,UXP/UX,Short,False,intact,intact,intact,UXP,05:40,Long,True,green,06:20,0.778,above,broken,broken,broken,-2.333,0.889,09:25,08:30,RX,green,Short,False,11:25,-1.722,-1.111,0.444,-3.889,intact,broken,broken
2009-05-28,Thursday,No,DXP/DX,Long,True,intact,intact,intact,UXP,05:15,Long,False,green,07:55,-0.824,inside,broken,broken,broken,-2.000,0.471,08:30,09:25,RX,red,Long,True,14:20,-1.235,-1.588,1.118,-3.588,intact,broken,broken
2009-05-27,Wednesday,No,UXP/UX,Short,True,broken,broken,broken,RX,07:35,Short,True,green,07:45,0.304,below,broken,broken,broken,-0.652,0.609,09:05,08:45,RX,green,Long,False,10:35,-0.848,-0.891,-2.609,0.913,broken,broken,broken
2009-05-26,Tuesday,No,DXP/DX,Short,True,broken,intact,broken,DX,04:10,Short,False,red,08:15,-1.636,above,broken,broken,intact,-2.273,1.636,09:25,08:45,UXP,green,Long,True,11:40,-10.455,-8.909,-18.091,-2.818,broken,broken,intact
2009-05-22,Friday,No,DXP/DX,Long,True,broken,broken,intact,RX,04:10,Long,True,red,08:00,0.565,above,broken,broken,broken,-0.696,0.696,09:15,08:30,DX,red,Long,True,11:10,-1.826,-1.848,-0.696,-2.957,intact,broken,broken
2009-05-21,Thursday,No,DXP/DX,Short,True,broken,broken,broken,UX,04:25,Short,True,red,06:20,1.000,below,intact,intact,intact,1.000,3.769,09:00,08:30,DXP,red,Short,True,10:50,3.192,2.769,1.000,5.385,intact,broken,intact
2009-05-20,Wednesday,No,RC,Short,True,broken,intact,intact,UXP,04:00,Long,True,green,06:40,-0.406,inside,intact,intact,broken,-0.375,0.125,08:30,09:25,UXP,green,Short,True,12:55,1.328,1.125,2.500,0.156,intact,intact,broken
2009-05-19,Tuesday,No,UXP/UX,Short,False,intact,broken,broken,RX,04:00,Long,True,red,08:20,-0.231,inside,broken,broken,intact,-2.769,-0.308,09:05,08:30,RX,green,Long,True,10:30,-0.731,-1.231,1.154,-2.615,broken,broken,intact
2009-05-18,Monday,No,DXP/DX,Short,True,intact,broken,broken,RC,04:55,Long,True,green,05:00,1.762,above,intact,intact,intact,1.381,2.095,08:30,09:05,UXP,red,Long,True,10:45,1.690,1.714,2.571,0.810,intact,intact,intact
2009-05-15,Friday,No,UX,Short,True,intact,broken,broken,D,06:05,Short,True,red,06:10,2.333,below,broken,broken,broken,-0.600,2.933,08:30,09:20,UXP,green,Long,True,10:30,-2.733,-1.967,-4.333,-1.133,intact,broken,broken
2009-05-13,Wednesday,No,RC,Short,False,broken,intact,broken,DXP,04:40,Long,False,red,07:35,-2.038,below,intact,intact,intact,-3.385,-2.038,08:35,08:30,DXP,red,Short,True,10:40,-4.019,-3.846,-3.192,-4.846,intact,intact,intact
2009-05-12,Tuesday,No,RC,Long,False,broken,broken,intact,UXP,04:00,Long,True,green,07:05,0.828,above,intact,broken,intact,-0.241,0.862,09:25,08:40,D,red,Short,True,10:35,-1.862,-1.586,-0.483,-3.241,intact,broken,intact
2009-05-11,Monday,No,RC,Short,True,intact,intact,intact,DXP,04:35,Short,True,red,07:45,-0.178,inside,intact,broken,intact,-0.467,-0.067,09:00,09:25,U,green,Long,True,10:35,-1.100,-1.200,-2.200,0.000,intact,broken,intact
2009-05-08,Friday,No,RC,Long,True,intact,intact,broken,UX,04:15,Short,False,green,08:25,-1.276,above,broken,broken,intact,-1.586,0.655,09:25,08:30,RX,red,NO_CONF,NO_CONF,,0.534,0.586,-1.414,2.483,broken,broken,broken
2009-05-07,Thursday,No,RC,Short,True,broken,broken,broken,D,04:15,Long,True,green,04:30,1.545,above,intact,broken,intact,0.909,2.545,09:00,08:30,RX,red,Short,True,11:10,-2.545,-2.386,1.000,-6.091,intact,broken,intact
2009-05-06,Wednesday,No,UXP/UX,Short,True,intact,intact,broken,DXP,04:10,Long,True,green,07:30,3.583,above,intact,broken,broken,3.500,5.667,08:30,09:05,RX,red,NO_CONF,NO_CONF,,-0.667,-0.125,4.333,-5.667,intact,broken,broken
2009-05-05,Tuesday,No,UXP/UX,Short,True,intact,intact,broken,DXP,04:05,Long,True,red,08:20,-0.778,inside,broken,broken,broken,-0.889,0.333,08:30,09:10,RX,red,Short,True,10:35,-1.333,-1.333,0.444,-3.111,intact,intact,intact
2009-05-04,Monday,No,UXP/UX,Long,True,intact,intact,intact,UXP,05:00,Long,True,green,08:25,-0.889,inside,broken,broken,intact,-1.167,-0.056,08:30,09:15,RX,green,Long,True,15:55,0.528,0.556,2.333,-1.278,intact,broken,intact
2009-05-01,Friday,No,DXP/DX,Long,True,intact,intact,intact,UXP,04:25,Long,True,green,08:25,-0.684,inside,intact,intact,broken,-1.842,-0.526,09:15,08:30,DXP,red,Long,True,12:35,-2.658,-2.368,-1.737,-3.579,broken,broken,broken
2009-04-30,Thursday,No,UX,Long,True,intact,intact,intact,UXP,06:15,Long,True,green,08:25,-0.412,inside,broken,broken,broken,-0.824,-0.176,09:25,08:30,U,green,Long,False,11:10,0.020,0.069,0.824,-0.784,intact,intact,intact
2009-04-29,Wednesday,No,RC,Long,True,intact,intact,intact,UXP,05:30,Long,True,red,07:05,0.409,above,broken,broken,intact,-1.091,0.727,08:30,08:30,UX,green,Long,True,10:40,0.955,0.818,1.955,-0.045,intact,intact,intact
2009-04-27,Monday,No,UX,Short,True,broken,intact,broken,DXP,04:15,Long,True,green,05:30,-0.385,inside,broken,intact,intact,-0.692,1.231,08:30,09:25,UXP,green,Long,True,10:40,5.000,3.885,7.385,2.615,broken,broken,intact
2009-04-24,Friday,No,UX,Short,True,intact,broken,broken,D,04:05,Long,True,green,05:55,2.100,above,intact,intact,intact,1.400,2.650,08:40,08:30,UXP,green,Long,True,10:30,1.300,1.275,2.300,0.300,intact,broken,intact
2009-04-23,Thursday,No,RC,Short,False,intact,broken,intact,U,05:20,Long,True,red,06:45,0.840,above,intact,broken,broken,0.040,1.200,09:25,08:50,RX,red,Short,False,11:10,-0.740,-0.840,0.400,-1.880,intact,broken,broken
2009-04-22,Wednesday,No,UXP/UX,Short,True,intact,intact,broken,DXP,05:05,Long,True,red,08:20,-0.333,inside,broken,broken,intact,-0.944,0.111,08:45,09:25,UXP,green,Long,True,11:30,4.000,3.333,7.111,0.889,intact,broken,intact
2009-04-21,Tuesday,No,DXP/DX,Long,True,intact,intact,broken,UXP,04:35,Long,False,green,08:20,-2.783,below,intact,broken,broken,-3.609,-2.348,09:00,08:30,RX,green,Long,True,15:15,-0.826,-1.043,0.478,-2.130,intact,broken,broken
2009-04-20,Monday,No,RC,Short,True,broken,broken,intact,RX,04:00,Short,True,red,04:05,3.684,below,intact,intact,intact,2.789,3.737,08:55,08:40,DXP,red,Short,True,10:40,4.263,4.342,2.316,6.211,intact,intact,intact
2009-04-17,Friday,No,UXP/UX,Long,False,intact,intact,broken,DXP,05:50,Long,True,red,06:35,1.550,above,intact,broken,broken,-0.100,1.600,08:55,08:30,UX,red,Long,True,13:05,0.500,0.275,1.200,-0.200,broken,broken,broken
2009-04-16,Thursday,No,UXP/UX,Short,True,intact,intact,broken,DXP,04:00,Short,False,red,08:25,-3.520,above,intact,intact,intact,-4.680,-3.160,08:30,08:50,UXP,red,Short,False,10:45,-3.360,-3.400,-3.800,-2.920,intact,intact,broken
2009-04-15,Wednesday,No,DXP/DX,Short,True,broken,broken,intact,U,04:00,Long,True,green,08:00,-0.257,inside,broken,broken,broken,-0.771,0.057,09:25,08:40,D,green,Short,False,10:55,-0.700,-0.729,-0.114,-1.286,intact,broken,broken
2009-04-14,Tuesday,No,RC,Short,True,intact,intact,broken,DXP,04:40,Long,True,green,04:45,1.412,above,intact,broken,broken,-0.441,1.294,09:20,08:30,UX,green,Long,False,10:30,-0.059,-0.132,0.324,-0.441,broken,broken,broken
2009-04-13,Monday,No,RC,Short,True,intact,intact,broken,DXP,04:00,Long,False,green,05:55,1.667,above,intact,broken,broken,-0.333,1.500,09:10,08:30,RX,green,Short,False,10:50,0.750,0.333,2.667,-1.167,broken,broken,broken
2009-04-09,Thursday,No,UXP/UX,Long,True,intact,intact,broken,UXP,04:15,Short,False,red,08:05,-2.941,above,intact,intact,intact,-4.412,-2.529,08:30,08:55,UXP,green,Long,True,14:35,-5.735,-5.588,-7.941,-3.529,intact,intact,intact
2009-04-08,Wednesday,No,DXP/DX,Short,True,intact,intact,broken,DXP,05:00,Long,True,green,06:00,3.526,above,intact,intact,intact,2.947,4.263,09:25,08:50,UXP,red,Long,True,12:20,3.237,3.263,4.789,1.684,intact,broken,broken
2009-04-07,Tuesday,No,UXP/UX,Short,False,broken,broken,intact,RX,04:10,Short,True,red,04:25,2.240,below,intact,intact,intact,1.640,2.520,09:10,08:40,DXP,red,Short,True,13:05,3.740,3.280,3.120,4.360,intact,intact,intact
2009-04-06,Monday,No,UXP/UX,Short,False,broken,broken,broken,D,04:05,Long,False,green,08:25,-4.158,below,intact,intact,intact,-5.737,-4.105,09:15,08:30,DXP,red,Long,True,14:50,-5.737,-5.421,-4.474,-7.000,intact,intact,intact
2009-04-03,Friday,No,UXP/UX,Short,True,intact,intact,broken,DXP,04:00,Long,True,green,04:15,4.500,above,intact,broken,broken,0.429,5.000,09:10,08:30,U,red,Long,True,12:40,1.214,1.071,3.071,-0.643,broken,broken,broken
2009-04-02,Thursday,No,UXP/UX,Long,True,intact,intact,intact,UXP,04:00,Long,True,green,08:20,-0.059,inside,broken,broken,intact,-0.529,0.618,08:30,08:45,UX,green,Long,True,10:40,0.779,0.662,1.618,-0.059,intact,intact,intact
2009-03-31,Tuesday,No,UXP/UX,Long,False,broken,intact,intact,UXP,04:00,Long,True,green,06:15,-0.727,inside,broken,broken,broken,-1.045,-0.091,09:25,08:45,RC,green,Long,True,10:40,-0.409,-0.545,0.000,-0.818,intact,intact,intact
2009-03-27,Friday,No,UXP/UX,Long,False,intact,intact,intact,DXP,04:00,Short,True,red,04:20,1.632,below,intact,intact,intact,0.632,2.316,09:10,09:25,DXP,red,Long,False,11:45,1.605,1.553,0.684,2.526,intact,intact,intact
2009-03-26,Thursday,No,DXP/DX,Long,True,intact,intact,intact,UXP,04:00,Short,False,red,08:25,-3.429,above,broken,broken,broken,-5.429,0.571,08:35,08:30,U,red,Long,True,11:20,-3.214,-3.571,-6.429,0.000,intact,intact,intact
2009-03-25,Wednesday,No,DXP/DX,Short,False,intact,broken,broken,D,04:30,Long,True,red,08:15,-0.071,inside,intact,intact,broken,-0.071,2.286,08:30,09:20,UXP,green,Short,True,12:45,4.536,4.000,6.643,2.429,intact,intact,broken
2009-03-24,Tuesday,No,UXP/UX,Long,False,broken,intact,intact,DX,04:00,Short,True,green,04:35,2.000,below,intact,broken,broken,1.000,2.750,09:05,08:35,DXP,red,Short,False,10:35,2.375,1.875,0.000,4.750,intact,broken,broken
2009-03-20,Friday,No,DXP/DX,Short,True,intact,intact,broken,DXP,04:45,Long,True,green,06:15,1.786,above,intact,intact,broken,0.429,2.571,09:25,08:35,UXP,green,Short,True,11:20,3.500,3.643,4.857,2.143,broken,intact,broken
2009-03-19,Thursday,No,UXP/UX,Short,True,intact,intact,broken,DXP,04:20,Short,False,red,07:40,-5.200,above,intact,broken,broken,-8.300,-5.100,08:30,09:05,UX,red,Short,True,11:25,-3.000,-4.150,-5.200,-0.800,intact,broken,broken
2009-03-18,Wednesday,No,UXP/UX,Short,True,intact,broken,broken,RX,05:05,Short,False,red,07:20,-0.286,inside,broken,broken,broken,-0.643,0.714,09:05,08:30,RX,red,Short,False,10:30,-0.179,-0.286,-1.286,0.929,broken,broken,broken
2009-03-17,Tuesday,No,DXP/DX,Long,False,intact,intact,broken,UXP,04:05,Short,False,red,06:35,1.000,below,intact,broken,broken,-0.350,1.300,09:20,08:40,D,green,Long,True,10:45,0.150,0.075,-0.900,1.200,broken,broken,intact
2009-03-16,Monday,No,RC,Long,False,broken,intact,intact,UXP,05:35,Long,True,green,07:10,-0.106,inside,intact,broken,broken,-0.447,0.043,09:25,08:30,DX,red,Short,True,15:20,-1.309,-1.117,-0.511,-2.106,intact,broken,broken
2009-03-13,Friday,No,UXP/UX,Long,False,intact,broken,intact,U,04:00,Long,True,green,05:55,2.500,above,broken,broken,broken,-2.500,2.750,08:55,08:35,RX,red,Short,True,11:30,-0.438,-1.188,2.750,-3.625,broken,broken,broken
2009-03-12,Thursday,No,RC,Short,True,intact,broken,broken,RC,04:00,Long,False,green,07:05,-2.167,below,broken,broken,intact,-1.667,1.750,08:30,09:15,RX,green,Long,True,10:40,0.958,0.917,3.750,-1.833,broken,broken,intact
2009-03-11,Wednesday,No,UXP/UX,Long,True,broken,broken,broken,D,04:10,Long,False,green,05:00,3.385,above,intact,broken,intact,2.615,3.923,08:40,08:50,UXP,green,NO_CONF,NO_CONF,,3.808,2.962,7.231,0.385,intact,broken,intact
2009-03-10,Tuesday,No,DXP/DX,Long,False,intact,intact,intact,UXP,04:15,Long,True,green,04:30,0.842,above,intact,intact,intact,0.158,1.632,08:55,09:25,UXP,green,Long,True,10:45,3.842,3.868,6.684,1.000,intact,intact,intact
2009-03-09,Monday,No,RC,Short,True,intact,intact,intact,DXP,04:10,Short,True,green,04:45,1.077,below,intact,broken,broken,0.846,2.154,09:15,08:30,RX,green,Short,True,13:00,-0.692,-0.288,-2.308,0.923,intact,broken,intact
2009-03-06,Friday,No,DXP/DX,Long,True,broken,broken,broken,UX,05:15,Short,True,green,07:00,0.609,below,broken,broken,intact,-1.522,0.652,08:40,08:30,D,red,Short,True,10:35,1.022,1.152,-1.000,3.043,broken,broken,intact
2009-03-05,Thursday,No,UXP/UX,Short,True,intact,intact,intact,DXP,04:00,Short,True,red,05:10,0.833,below,intact,broken,intact,-0.167,1.556,08:40,08:30,RX,red,Short,True,10:55,-0.278,-0.167,-1.500,0.944,intact,intact,intact
2009-03-04,Wednesday,No,DXP/DX,Long,True,intact,intact,intact,UXP,04:20,Long,True,red,07:55,-0.667,inside,broken,intact,intact,-0.733,2.400,08:30,09:25,UXP,green,Long,True,10:40,2.600,2.500,3.733,1.467,intact,intact,intact
2009-03-03,Tuesday,No,DXP/DX,Long,True,intact,intact,broken,UXP,04:30,Short,True,green,08:25,-0.125,inside,broken,intact,broken,-1.125,2.250,09:25,08:35,DXP,red,Short,False,11:00,3.313,3.125,1.375,5.250,intact,broken,broken
2009-03-02,Monday,No,DXP/DX,Short,True,intact,broken,broken,DX,04:45,Long,False,red,06:45,-1.882,below,broken,broken,broken,-1.824,-0.059,08:30,09:15,U,green,Short,True,10:50,1.059,1.029,2.824,-0.706,intact,broken,broken
2009-02-27,Friday,No,DXP/DX,Long,False,broken,intact,broken,UX,04:00,Short,True,red,06:00,5.286,below,intact,broken,broken,4.071,6.857,08:35,09:25,DX,green,NO_CONF,NO_CONF,,2.071,2.214,-0.357,4.500,intact,broken,broken
2009-02-26,Thursday,No,UX,Short,True,broken,broken,broken,U,05:45,Short,True,green,07:45,-0.641,inside,broken,broken,broken,-0.821,-0.026,08:30,09:15,D,red,Long,False,10:35,0.051,0.090,-0.564,0.667,broken,broken,broken
2009-02-25,Wednesday,No,UXP/UX,Short,True,broken,broken,broken,D,04:10,Short,False,red,06:10,-0.833,inside,broken,broken,broken,-1.111,0.278,08:45,08:30,DX,red,Short,False,10:40,0.972,1.194,-0.333,2.278,broken,intact,broken
2009-02-24,Tuesday,No,DXP/DX,Short,False,intact,intact,broken,UXP,04:15,Short,True,red,06:20,0.267,below,intact,broken,broken,-0.233,0.633,08:45,09:20,RX,green,Long,True,10:45,-0.467,-0.300,-1.100,0.167,broken,broken,broken
2009-02-23,Monday,No,UX,Long,True,intact,intact,intact,UXP,04:25,Short,True,red,05:00,1.700,below,intact,intact,intact,0.600,2.450,09:25,08:50,DXP,red,Short,True,10:35,5.225,4.900,3.450,7.000,intact,broken,intact
2009-02-20,Friday,No,DXP/DX,Short,True,intact,intact,intact,DXP,04:35,Short,True,red,05:45,0.032,inside,intact,broken,broken,-0.452,0.742,09:05,08:30,U,green,Short,False,13:15,-0.919,-0.919,-1.710,-0.129,intact,broken,broken
2009-02-19,Thursday,No,RC,Long,True,intact,intact,intact,UXP,04:15,Long,True,red,06:30,0.667,above,intact,broken,broken,-0.167,2.722,08:30,09:10,UX,red,Short,True,10:30,0.944,0.944,2.389,-0.500,intact,intact,broken
2009-02-18,Wednesday,No,RC,Long,False,broken,broken,broken,RX,04:05,Short,True,red,08:25,-0.304,inside,broken,broken,broken,-2.000,-0.174,08:30,09:05,RX,red,Long,True,11:20,0.587,0.739,-1.174,2.348,broken,broken,broken
2009-02-17,Tuesday,No,DXP/DX,Short,True,intact,intact,intact,DXP,04:30,Short,True,green,05:00,0.444,below,intact,intact,intact,-0.111,2.556,09:10,08:30,DXP,red,Long,True,15:30,2.528,2.833,0.611,4.444,intact,intact,intact
2009-02-16,Monday,No,DXP/DX,Long,False,broken,,broken,RX,08:25,Long,True,red,,0.045,above,intact,broken,intact,-0.318,0.136,08:40,08:30,D,red,Short,True,10:50,-1.045,-1.000,-0.182,-1.909,intact,broken,intact
